09:30:13,66.35
09:31:14,66.3
09:31:36,66.4
09:31:43,66.37
09:32:00,66.36
09:32:25,66.34
09:33:15,66.32
09:33:43,66.35
09:34:21,66.29
09:34:21,66.32
09:34:48,66.29
09:34:49,66.27
09:34:55,66.22
09:35:29,66.27
09:35:52,66.33
09:36:00,66.28
09:36:53,66.3
09:37:14,66.28
09:37:14,66.29
09:37:16,66.27
09:37:24,66.3
09:37:33,66.27
09:38:03,66.25
09:38:43,66.28
09:38:47,66.29
09:38:58,66.24
09:39:08,66.29
09:39:25,66.32
09:39:40,66.29
09:39:46,66.33
09:39:51,66.34
09:40:43,66.3
09:40:58,66.32
09:41:07,66.33
09:41:36,66.35
09:41:46,66.37
09:42:23,66.41
09:42:51,66.35
09:43:33,66.33
09:43:50,66.31
09:45:38,66.24
09:45:55,66.23
09:46:49,66.26
09:46:57,66.29
09:47:06,66.28
09:47:09,66.29
09:48:00,66.26
09:48:06,66.29
09:48:45,66.28
09:48:46,66.3
09:48:52,66.31
09:48:53,66.32
09:49:05,66.3
09:49:13,66.26
09:49:15,66.28
09:49:24,66.31
09:49:29,66.29
09:49:48,66.31
09:49:48,66.33
09:50:24,66.31
09:50:39,66.34
09:50:57,66.36
09:51:11,66.35
09:52:13,66.34
09:52:28,66.37
09:53:27,66.34
09:53:27,66.38
09:54:19,66.35
09:54:20,66.39
09:54:20,66.4
09:55:03,66.37
09:55:04,66.39
09:55:19,66.38
09:55:19,66.42
09:56:18,66.37
09:57:17,66.36
09:57:21,66.38
09:58:15,66.39
09:58:18,66.35
09:58:22,66.37
09:58:37,66.38
09:58:50,66.39
10:00:13,66.38
10:00:13,66.39
10:00:13,66.36
10:00:15,66.34
10:00:22,66.35
10:00:25,66.33
10:00:48,66.38
10:00:48,66.41
10:00:49,66.45
10:01:14,66.43
10:01:28,66.42
10:01:28,66.41
10:01:30,66.39
10:01:38,66.36
10:01:43,66.35
10:02:01,66.36
10:02:14,66.4
10:02:52,66.39
10:02:58,66.4
10:03:54,66.43
10:04:27,66.42
10:04:40,66.41
10:05:12,66.4
10:05:24,66.37
10:05:31,66.38
10:05:42,66.37
10:06:09,66.39
10:07:58,66.42
10:08:16,66.38
10:10:25,66.45
10:10:34,66.43
10:11:23,66.42
10:11:31,66.43
10:11:36,66.42
10:12:00,66.41
10:12:32,66.42
10:12:33,66.41
10:13:13,66.4
10:13:18,66.36
10:13:24,66.35
10:13:30,66.33
10:13:32,66.31
10:13:54,66.32
10:14:02,66.27
10:14:04,66.26
10:14:47,66.23
10:14:54,66.24
10:15:33,66.27
10:15:37,66.29
10:15:58,66.27
10:15:58,66.29
10:16:34,66.28
10:17:04,66.29
10:17:05,66.31
10:18:01,66.32
10:18:03,66.3
10:22:08,66.26
10:22:19,66.23
10:22:20,66.22
10:22:30,66.21
10:23:10,66.18
10:23:17,66.19
10:23:59,66.21
10:24:00,66.23
10:24:00,66.22
10:24:07,66.24
10:24:31,66.26
10:24:52,66.22
10:25:07,66.25
10:26:12,66.24
10:26:14,66.25
10:26:14,66.24
10:26:15,66.26
